Nome,Idade,Sexo,Turma,Rm,Pontuacao,Num_simulacoes,Num_insignias
Matthew Shea,31,M,8LPNX,158618,0,3,0
Jason Baldwin,50,M,7LPNW,717205,2035,3,11
Walter Franklin,45,M,1LPNX,365354,925,1,5
Angela Smith,26,F,7LPNZ,750285,1850,2,10
Terri Stevenson,27,F,2LPNZ,634628,0,2,0
Brittany Roy,26,F,3LPNZ,537417,2590,3,14
Harold Mathews,30,M,4LPNZ,952825,2220,3,12
Ellen Fuller,49,F,2LPNX,149336,1665,2,9
Corey Peterson,34,M,5LPNX,797793,925,2,5
Tiffany Anderson,24,F,4LPNY,710216,370,1,2
Sheila Wong,50,F,10LPNW,123843,185,1,1
Lindsay Smith,22,F,8LPNX,969776,0,2,0
Angela Goodwin,29,F,10LPNW,654725,185,1,1
David Jensen,46,M,6LPNY,205963,1295,3,7
Timothy Avery,19,M,7LPNY,811969,370,2,2
Andrew Yang,43,M,2LPNZ,441680,1110,2,6
Barbara Johnson,21,F,8LPNX,321317,0,1,0
Benjamin Gutierrez,48,M,9LPNY,326121,1110,2,6
Tina Dixon,25,F,9LPNZ,576045,925,2,5
Elizabeth Lutz,29,F,8LPNZ,866863,925,1,5
Kenneth Lee,42,M,10LPNX,378529,185,3,1
Jason Moore,32,M,1LPNX,870202,1110,3,6
Darius Moreno,28,M,4LPNW,226130,1665,2,9
Stephanie Mcclain,41,F,7LPNZ,984207,1295,2,7
Melvin Jackson,34,M,4LPNZ,731117,1480,2,8
Darren Rios,37,M,6LPNW,828816,0,2,0
Anne Miller,24,F,6LPNW,124226,0,2,0
Rachel Romero,19,F,6LPNW,512238,555,2,3
Donna Mcdonald,45,F,1LPNX,463148,1295,3,7
Joel Vazquez,42,M,6LPNY,695093,555,2,3
Kevin Hall,31,M,7LPNY,675250,0,1,0
Tina Mendoza,40,F,3LPNW,506436,555,2,3
Richard Campbell,23,M,8LPNZ,204900,370,1,2
Michael Miller,48,M,5LPNZ,513106,0,1,0
Kevin Gordon,34,M,5LPNZ,171843,740,1,4
Casey Hancock,20,F,5LPNW,131933,555,1,3
James Henderson,33,M,7LPNY,711700,740,1,4
Meghan Martinez,24,F,8LPNZ,764318,0,2,0
Elizabeth Howard,22,F,6LPNW,364267,2035,3,11
Stephanie Clark,48,F,10LPNY,790258,185,1,1
Anthony Martin,18,M,2LPNW,157884,1295,2,7
Allison Richard,24,F,10LPNX,303477,1850,2,10
Elizabeth Martin,47,F,5LPNX,484185,185,1,1
Tiffany Tanner,37,F,10LPNX,389661,185,1,1
Kevin Miller,40,M,5LPNY,567500,185,1,1
Caroline Martin,35,F,7LPNX,986723,2405,3,13
Dr. Lydia Alexander,43,F,4LPNX,298857,925,1,5
Sara Vaughn,21,F,9LPNW,900493,1480,2,8
Renee Hammond,18,F,10LPNW,719778,740,2,4
Thomas Parker,50,M,4LPNX,234722,555,2,3
Bruce Lane,30,M,10LPNZ,450937,925,1,5
Ana Davis,37,F,9LPNX,382291,925,1,5
Mary Skinner,46,F,2LPNX,119786,0,2,0
Shane Harvey,43,M,3LPNZ,720946,555,2,3
Todd Martin,26,M,7LPNW,849016,370,3,2
Walter Hopkins,26,M,7LPNX,365466,1480,2,8
Debra Maxwell,28,F,2LPNZ,805460,1295,2,7
Seth Harris,27,M,3LPNZ,946074,0,2,0
Kyle Diaz,34,M,2LPNX,413556,370,3,2
Megan Griffith,19,F,4LPNY,696995,925,1,5
Matthew Holden,36,M,10LPNW,168857,740,2,4
Sandra Brooks,32,F,4LPNY,742060,0,1,0
Jason Willis,48,M,1LPNX,740956,1850,3,10
Stephen Luna,42,M,5LPNW,160682,370,1,2
Virginia Morrison,21,F,5LPNW,732563,555,1,3
Wendy Taylor,32,F,9LPNW,951338,370,1,2
Karen Jones,24,F,4LPNZ,679202,925,1,5
Jeremy Mills,26,M,1LPNY,369503,2775,3,15
Miss Kristin Hinton,50,F,7LPNW,588620,1110,2,6
Linda Lewis,26,F,10LPNY,358815,185,1,1
Michael Collins,44,M,4LPNX,275041,555,1,3
Robert Lawson,37,M,7LPNX,650674,185,2,1
Jessica Cruz,44,F,1LPNX,377575,740,1,4
Christopher Freeman,36,M,4LPNW,221007,1850,3,10
Matthew Moran,23,M,9LPNX,528884,1850,2,10
Michael Schmidt,31,M,1LPNZ,444468,185,3,1
Jennifer Kaiser,31,F,10LPNY,400102,1850,3,10
Angela Hamilton,44,F,9LPNZ,321817,0,3,0
Christy Cochran,42,F,1LPNY,221660,555,2,3
Gerald Cox,38,M,2LPNY,966354,925,1,5
Vicki Houston,48,F,10LPNY,306730,0,1,0
Todd Stephens,47,M,8LPNW,931168,370,2,2
Ethan Curtis,44,M,7LPNX,162142,185,1,1
Lori Rivera,48,F,10LPNX,619441,1480,3,8
Michael Wood,26,M,3LPNX,705609,555,1,3
Terry Kidd,46,M,4LPNZ,279104,1850,2,10
Nicole Morris,24,F,8LPNY,366234,2405,3,13
Kristen Stafford,35,F,3LPNZ,345621,740,1,4
Keith Lindsey,39,M,8LPNZ,905273,740,2,4
Ryan Leonard,24,M,9LPNZ,924060,1110,2,6
Adam Chavez,30,M,4LPNX,786184,1850,2,10
Nicholas West,47,M,4LPNW,647301,370,1,2
Douglas Harrison,24,M,8LPNZ,354295,925,1,5
Rhonda Hernandez,33,F,10LPNZ,823599,185,1,1
Thomas Davis,34,M,4LPNX,195182,1295,3,7
Jonathan Parker,32,M,4LPNZ,256751,555,3,3
Nathan Welch MD,21,M,5LPNX,545936,185,1,1
Nicole Hughes,37,F,6LPNW,742460,2590,3,14
Heather Clark,49,F,1LPNW,859497,555,1,3
Ashley Howard,49,F,10LPNX,663984,1480,2,8
Brandon White,37,M,5LPNW,917992,925,2,5
Alexander Singh MD,38,M,2LPNW,283950,185,2,1
Amy Kramer,43,F,7LPNW,379607,1110,2,6
Terry Moreno,20,F,8LPNY,609225,1295,3,7
Sarah Wolf,50,F,7LPNZ,896046,185,2,1
William George,40,M,6LPNZ,165106,740,1,4
Katelyn Graham,45,F,10LPNY,131117,925,1,5
Wanda Waller,41,F,4LPNX,710889,370,2,2
Matthew Wilson,18,M,8LPNX,791865,740,2,4
Kaitlyn Patel,23,F,2LPNW,801803,0,1,0
Peter Stone,45,M,1LPNX,794965,0,1,0
Joy Adams,47,F,5LPNY,366744,555,3,3
Melanie Scott,37,F,10LPNX,612603,370,1,2
Denise Miller,19,F,10LPNX,976382,1480,2,8
Vincent Mills,34,M,9LPNZ,325206,185,1,1
Brendan Ho,20,M,10LPNZ,525417,555,2,3
Andrea King,25,F,3LPNY,630977,0,1,0
Scott Walker,26,M,8LPNZ,157564,555,1,3
Tiffany Morris,22,F,5LPNW,847177,1110,2,6
Susan Walton,33,F,9LPNZ,367593,1110,2,6
Sarah Jones,22,F,4LPNZ,969893,0,2,0
Amy Buck,39,F,10LPNW,624820,2590,3,14
Lucas Vaughn PhD,21,M,3LPNX,717578,1110,2,6
Daniel Smith,20,M,5LPNZ,688924,0,2,0
Jason White,40,M,9LPNZ,957011,0,1,0
Teresa Hunter,45,F,5LPNY,282834,185,1,1
Kristina Mata,32,F,1LPNW,537554,370,3,2
Amanda Lee,47,F,4LPNW,460334,1110,3,6
George Hill,39,M,8LPNX,801178,1295,2,7
Toni Payne,24,F,8LPNW,461133,740,2,4
Ashley Harris,49,F,10LPNZ,455605,0,3,0
Tara Patterson,38,F,9LPNW,691639,1110,2,6
Samantha Rogers,47,F,8LPNW,889341,925,1,5
Kristina Simmons,19,F,4LPNZ,753691,740,1,4
James Baker,30,M,1LPNY,462803,555,3,3
Regina Smith,23,F,7LPNW,300192,1110,3,6
Paul Ramirez,25,M,8LPNY,505954,0,1,0
Jill Davenport,44,F,6LPNW,876096,555,3,3
Tyler Holmes,41,M,6LPNZ,434206,925,2,5
James Scott,30,M,1LPNX,507368,740,1,4
Diane Pope,42,F,8LPNZ,740114,740,1,4
Stephen Johns,27,M,10LPNY,378684,555,1,3
Michael Day,33,M,3LPNZ,912228,925,1,5
Jacob White,23,M,9LPNW,400534,740,3,4
Dawn Duncan,34,F,4LPNY,189975,1480,2,8
Thomas Anderson,39,M,10LPNX,901549,1665,2,9
Cameron Porter,47,M,2LPNZ,738454,925,2,5
Michael Price,43,M,3LPNX,754385,740,3,4
Nathaniel Adams,45,M,4LPNW,595387,0,2,0
James Roberts,27,M,9LPNY,567148,740,1,4
Michael Fuentes,26,M,7LPNZ,145831,740,1,4
Jeffrey Jones,46,M,7LPNZ,455421,1850,2,10
Connie Smith,41,F,1LPNX,743578,185,2,1
Erin Joseph,40,F,6LPNY,963544,1110,3,6
David Mejia,23,M,10LPNY,517654,1110,3,6
Brandi Wilcox MD,43,F,8LPNW,263993,2590,3,14
Frederick Miller,39,M,5LPNZ,451871,0,1,0
Chase Weeks,43,M,7LPNW,470927,1110,2,6
Shannon Hopkins,22,F,10LPNZ,166671,740,3,4
Timothy Cabrera,39,M,10LPNW,589926,370,1,2
Allison Bell,21,F,2LPNZ,940619,185,3,1
John Jenkins,41,M,8LPNW,707603,555,2,3
Wayne Perry,28,M,1LPNY,207139,1850,2,10
Angela Gillespie,48,F,2LPNY,793404,0,1,0
Bruce Barnes,24,M,4LPNW,946368,370,1,2
Denise Simpson,29,F,6LPNX,911172,0,2,0
Michael Garcia,36,M,5LPNW,119514,1480,2,8
Charles Miller,50,M,5LPNX,203266,1295,3,7
Brady Kramer,40,M,7LPNY,884656,1665,3,9
Ann King,43,F,4LPNW,986064,0,1,0
Kelsey Stephens,48,F,5LPNZ,335703,555,1,3
Jennifer Hernandez,35,F,5LPNW,503084,555,1,3
Pamela Greene DDS,47,F,6LPNX,408745,2405,3,13
Richard Ruiz,19,M,9LPNX,956356,1480,3,8
Gary Horne,22,M,10LPNZ,737892,2590,3,14
Brian Hernandez,46,M,7LPNX,232679,0,3,0
Andrew Dudley,42,M,10LPNX,322112,1480,3,8
Travis Jackson,31,M,8LPNW,233352,370,2,2
Benjamin Frank,32,M,7LPNZ,969020,2775,3,15
Samuel Hall,27,M,6LPNZ,514873,925,2,5
Adam Rivera,27,M,1LPNW,399961,370,3,2
Jonathan Villa,19,M,8LPNW,722150,555,1,3
Drew Hill,28,M,1LPNZ,762475,555,3,3
Paul Nguyen,34,M,7LPNY,786940,555,1,3
Daniel Gamble,39,M,7LPNX,138098,2405,3,13
Vincent Berry,36,M,1LPNZ,678004,2405,3,13
Adam White,35,M,8LPNX,538834,1665,2,9
David Leach,30,M,5LPNY,910815,1295,2,7
Angela Cabrera,31,F,6LPNY,890848,1665,2,9
Angela Hays,25,F,6LPNX,792434,0,2,0
Hayden Reid,26,M,3LPNZ,455909,1110,3,6
Lisa Gutierrez,24,F,2LPNW,990180,370,3,2
Miss Linda Wheeler,28,F,2LPNW,112496,555,3,3
Eric Martin,45,M,10LPNY,375154,740,3,4
Richard Robinson,41,M,9LPNY,361085,370,3,2
Christina Gould,44,F,1LPNW,667393,555,1,3
Amber Blackburn,20,F,6LPNX,428076,740,3,4
Jennifer Maldonado,29,F,6LPNW,438712,1480,2,8
Catherine Harris,35,F,5LPNW,965653,555,2,3
Karl Robles,30,M,10LPNW,526203,1480,2,8
Sabrina Christensen,48,F,5LPNX,914410,1850,2,10
Patricia Contreras,32,F,2LPNY,155679,925,1,5
Ian Tyler,26,M,2LPNZ,956941,2035,3,11
William Ramirez,40,M,6LPNX,733099,185,2,1
Courtney Bryant,45,F,2LPNW,139891,925,2,5
Jeffrey Patel,31,M,4LPNW,447639,1480,2,8
Sandra Barnes,24,F,7LPNY,292568,555,2,3
Denise Jones,27,F,9LPNZ,204604,0,3,0
Kent Hernandez,30,M,2LPNX,997597,1665,3,9
Richard Lopez,35,M,9LPNX,246087,1665,3,9
James Welch,39,M,6LPNZ,332138,1665,2,9
Samantha Anderson,49,F,8LPNZ,902969,740,1,4
Tammie Mcdonald,35,F,8LPNZ,373982,370,1,2
Christopher Harris,22,M,6LPNY,333069,1850,2,10
Michele Moyer,49,F,1LPNZ,422393,1295,3,7
Kelly Miranda,19,F,1LPNY,250127,1295,2,7
Alexander Sanders,26,M,6LPNY,647799,1295,2,7
Brandon Crawford,36,M,9LPNW,673529,0,1,0
Stephen Hernandez,32,M,5LPNZ,451043,0,1,0
Jesse Kline,35,M,6LPNY,139472,925,1,5
Valerie Palmer,49,F,1LPNW,621781,0,1,0
Spencer Stewart MD,48,M,10LPNX,794764,1665,3,9
Cody Swanson,30,M,7LPNZ,232940,0,1,0
Caleb Burgess,31,M,10LPNZ,385228,370,1,2
Erika Gutierrez,18,F,4LPNY,290782,0,3,0
Crystal Smith,47,F,3LPNW,269821,185,2,1
John James,34,M,5LPNW,906860,925,3,5
Robert Hutchinson,44,M,9LPNX,377083,740,2,4
Jennifer Ross,38,F,8LPNZ,138206,0,2,0
Jasmin Newman,21,F,2LPNX,457007,740,3,4
Veronica Huber,48,F,8LPNY,492069,1850,3,10
Christopher Rodriguez,39,M,10LPNW,759721,1110,2,6
Alexis Cruz,32,M,9LPNX,534577,1110,3,6
Kenneth Jones,49,M,1LPNY,344127,1665,2,9
David Burnett,19,M,1LPNY,444889,1295,3,7
Jose Miller,20,M,2LPNZ,960575,185,1,1
Sheri Benson,28,F,7LPNW,208887,925,2,5
Raymond Smith,48,M,1LPNY,691909,925,1,5
Stephanie Sanchez,34,F,8LPNX,162906,740,3,4
Kelly Chavez,49,F,8LPNX,925745,2035,3,11
Eric Harris,48,M,7LPNZ,785860,370,1,2
Nathan Reed,43,M,7LPNX,202931,1110,3,6
Pamela Baker,30,F,10LPNW,301492,0,1,0
Tammy Anthony,46,F,2LPNY,844680,925,3,5
Audrey Shaw,27,F,4LPNY,110568,0,1,0
Lauren Summers,34,F,4LPNW,244046,0,1,0
Haley Woods,20,F,7LPNW,802755,740,1,4
Kevin Lewis,33,M,1LPNZ,481153,925,1,5
Christopher Hester,21,M,2LPNW,302323,185,1,1
Beth Lewis,33,F,10LPNW,925684,2220,3,12
Rebecca Turner,43,F,7LPNZ,270968,925,3,5
Jacob Yang,18,M,5LPNY,444429,555,1,3
Robert Davis,50,M,7LPNX,289097,1480,2,8
Hayley Brooks,21,F,9LPNX,480391,1850,3,10
Stacy George,42,F,3LPNZ,857096,2405,3,13
Paul Smith,41,M,2LPNX,134649,370,2,2
Meghan Smith,26,F,4LPNY,437009,1665,3,9
Bruce Anderson,36,M,7LPNY,607753,2035,3,11
Christopher Phillips,36,M,9LPNZ,738729,925,1,5
Michael Martin,37,M,9LPNX,669355,185,2,1
Paul Cox,35,M,10LPNX,468966,370,1,2
Jessica Williams,45,F,6LPNY,958282,185,2,1
Justin Kennedy,42,M,10LPNX,532050,1110,2,6
William Smith,21,M,3LPNY,929916,185,1,1
Kayla Long,39,F,6LPNZ,531563,1110,2,6
Tamara Lozano,26,F,1LPNW,558085,1110,2,6
John Johnson,30,M,8LPNW,892048,1665,2,9
Aaron Moore,47,M,10LPNW,639535,185,3,1
Joel Glover,44,M,3LPNW,916090,1110,3,6
Kimberly Barry,33,F,7LPNW,658540,0,1,0
Nicholas Young,37,M,5LPNX,884138,0,1,0
Michele James,43,F,6LPNX,863797,370,3,2
Joshua Castillo,23,M,8LPNX,265895,740,2,4
Jeffrey Evans,31,M,7LPNX,127287,370,3,2
Elizabeth Obrien,36,F,4LPNW,735942,2220,3,12
Michelle Lewis,30,F,6LPNY,427758,740,2,4
Connie Barker,24,F,3LPNY,411180,0,3,0
Bryan Goodwin,23,M,7LPNY,198856,925,3,5
James Howell,21,M,1LPNZ,444027,185,1,1
Frederick Walker,31,M,2LPNW,177461,740,1,4
Richard Tran,25,M,10LPNW,744584,0,1,0
Amy Foster,28,F,4LPNY,913119,1480,2,8
Deanna Mitchell,25,F,7LPNW,644841,2775,3,15
Noah Spencer,38,M,10LPNW,410877,925,1,5
Roy Rose,41,M,2LPNX,427272,0,1,0
Mark Nguyen,29,M,1LPNX,775659,370,3,2
Sherry Diaz,22,F,5LPNY,777298,740,3,4
Sabrina Barnes,43,F,4LPNY,770147,555,3,3
Jennifer Peters,31,F,1LPNX,943800,1850,3,10
Kristin Wilson,32,F,7LPNZ,668865,0,1,0
Mr. Jose Maldonado,37,M,6LPNY,521287,0,3,0
James Smith,27,M,8LPNZ,792346,925,1,5
David Garcia,50,M,9LPNW,482869,2220,3,12
Dana Blake,44,F,4LPNW,340330,555,1,3
Heidi Little,48,F,6LPNZ,607888,0,1,0
Courtney Lowery,24,F,1LPNW,765344,1850,2,10
Scott Peck,31,M,2LPNX,396464,555,1,3
Ann Rodriguez,44,F,3LPNX,746684,2405,3,13
Stephanie Brown,47,F,4LPNY,899634,185,2,1
Robert Farmer,35,M,4LPNW,689565,1480,2,8
Daisy Golden,32,F,6LPNZ,619581,1665,2,9
Mark Conway,48,M,3LPNX,352142,1295,2,7
Jacqueline Foley,34,F,7LPNX,117953,925,1,5
Susan Jones,45,F,5LPNY,624542,2035,3,11
Tiffany Bolton,19,F,5LPNY,864325,2035,3,11
Stacy Wright,44,F,5LPNW,693789,1295,2,7
Jeremy Henson,20,M,10LPNY,461374,185,1,1
John Ramirez,27,M,2LPNW,431636,185,2,1
Michael Turner,30,M,9LPNY,522219,555,1,3
Candice Harris,21,F,10LPNZ,229441,555,2,3
Debra Powell,23,F,2LPNZ,480894,370,3,2
Eduardo Richards,22,M,2LPNZ,706852,1295,2,7
Sarah Hernandez,40,F,9LPNX,900192,0,2,0
Kari Rios,37,F,7LPNZ,558391,555,2,3
James Guzman,30,M,10LPNX,483772,1295,2,7
Christina Peters,18,F,4LPNZ,732384,1850,2,10
James Vega,19,M,8LPNZ,618488,0,2,0
Amber Owens,49,F,6LPNY,336200,555,3,3
John Clark,22,M,9LPNW,927474,185,1,1
Mrs. Lisa Jones,18,F,1LPNW,413537,1110,2,6
Amy Cannon,44,F,2LPNZ,151620,740,1,4
Amber Barron,23,F,4LPNY,534890,370,2,2
Nicole Collins,32,F,9LPNZ,847355,0,1,0
Ryan Edwards,35,M,9LPNW,932047,370,1,2
Michael Cox,34,M,10LPNW,761018,1850,2,10
Vincent Farley,20,M,9LPNW,572618,740,1,4
Kathryn Reyes,41,F,6LPNX,557864,925,1,5
Sharon Ramirez,28,F,1LPNW,561154,740,2,4
Brian Howard,49,M,4LPNW,124249,925,1,5
Tony Price,18,M,2LPNX,636499,1665,2,9
Donald Nelson,34,M,9LPNW,466863,185,1,1
Keith Henry,49,M,8LPNY,649815,740,1,4
Anita Schmidt,33,F,5LPNX,178937,370,2,2
Samantha Huynh,30,F,8LPNX,781588,740,1,4
John Rivers,32,M,7LPNY,245262,185,1,1
Madison Newman,21,F,2LPNX,549828,1665,2,9
Gary Boone,28,M,5LPNZ,616787,370,3,2
Grant Mitchell,25,M,3LPNW,542316,0,3,0
Brandon Phillips,19,M,7LPNW,898332,185,3,1
Thomas Meadows,42,M,2LPNW,149104,370,1,2
Mrs. April Barnes,43,F,8LPNW,283794,740,2,4
Rebecca Hill,42,F,6LPNW,559365,925,1,5
Thomas Davis,49,M,7LPNX,802319,740,1,4
Anthony Pham,42,M,7LPNX,582600,1665,2,9
Julian Adams,41,M,6LPNW,390706,370,2,2
Ryan Carrillo,32,M,6LPNX,231630,0,1,0
Kenneth King,40,M,10LPNX,451326,370,1,2
Scott Smith,39,M,7LPNY,258112,925,3,5
Joshua Sutton,24,M,2LPNX,209786,1480,2,8
Joshua Chen,32,M,3LPNZ,979179,1850,3,10
Barbara Wheeler,27,F,9LPNY,742603,185,3,1
Mr. Paul Price MD,34,M,3LPNZ,652694,555,2,3
Sarah Peterson,26,F,10LPNW,668181,1480,2,8
Scott Gross,47,M,4LPNY,786054,0,2,0
Ms. Kelli Morrison DDS,45,F,6LPNZ,781331,2405,3,13
Adam Johnson,40,M,1LPNW,266029,370,1,2
Barbara Jones,22,F,6LPNX,401822,1850,3,10
Dustin Solis,42,M,3LPNZ,496155,740,1,4
Sherri Young,25,F,8LPNY,923908,0,1,0
Kyle Jones,34,M,2LPNZ,879994,740,1,4
Jessica Vargas,21,F,1LPNW,929453,1850,2,10
Joe Sanford,28,M,10LPNX,592459,740,2,4
Rachel Johnson,27,F,1LPNX,208316,2405,3,13
Timothy Bennett,30,M,6LPNZ,991768,2035,3,11
Shari Orr,44,F,6LPNW,271530,1110,2,6
Kimberly Hernandez,39,F,10LPNX,246934,1110,3,6
Samantha Singh,29,F,9LPNX,270845,925,1,5
Bryan Hobbs,19,M,10LPNX,175347,1850,3,10
John Hunter,18,M,3LPNZ,372907,370,1,2
Tracey Velez,22,F,10LPNW,420292,0,2,0
Brandon Snow,36,M,8LPNZ,828963,1110,2,6
Russell Jimenez,36,M,3LPNZ,274117,1480,2,8
Jonathan Jones,28,M,5LPNW,627986,925,3,5
Ryan Bennett,23,M,7LPNY,362578,2220,3,12
Robert Montgomery,31,M,3LPNX,855925,1295,3,7
Lawrence Weiss,24,M,7LPNY,156668,1295,3,7
Charles Cortez,31,M,1LPNY,138800,1665,3,9
Kayla Dyer,37,F,2LPNW,181650,555,3,3
Stephanie Thomas,19,F,3LPNW,814043,925,2,5
Matthew Parker,44,M,9LPNZ,857443,740,2,4
Jenna Yates,18,F,8LPNW,913572,2590,3,14
Elizabeth Liu,44,F,9LPNX,392369,925,1,5
Mr. Keith Sutton,48,M,5LPNW,950119,370,1,2
Larry Nelson,30,M,8LPNY,237786,370,2,2
Charles Moran,25,M,6LPNZ,544388,1295,2,7
Eric Maxwell,21,M,7LPNW,581812,1665,2,9
James Cervantes,39,M,7LPNW,781462,370,3,2
Emily Fowler,26,F,5LPNZ,364227,1850,2,10
Jamie Hardy,34,M,6LPNY,888456,370,1,2
Kyle Petersen,36,M,9LPNX,676698,740,3,4
Catherine Petty,18,F,9LPNW,885050,925,3,5
Shelley Stokes,21,F,2LPNY,909141,555,2,3
Scott Wallace,22,M,3LPNZ,519399,1110,3,6
Michael Buckley,43,M,4LPNY,570974,555,2,3
Kellie Mooney,43,F,6LPNX,301757,2405,3,13
Travis Diaz,48,M,7LPNY,506597,185,1,1
Erin Baxter,49,F,2LPNY,248853,740,1,4
Andrea Blevins,22,F,2LPNX,471283,1295,2,7
John Schmitt,30,M,6LPNX,491734,925,3,5
Eric Diaz,18,M,9LPNW,308949,740,1,4
Ricky Martinez,39,M,6LPNX,293410,2220,3,12
Daniel Levy,46,M,10LPNX,304569,370,1,2
Luis Price,24,M,5LPNW,165504,1295,2,7
William Harrison,37,M,10LPNX,926945,185,2,1
Monica Flores,47,F,7LPNW,642567,185,1,1
Tyler Nelson,18,M,3LPNY,333494,2775,3,15
Cassandra Patton,44,F,3LPNX,250044,0,2,0
Jeanne White,48,F,7LPNX,233428,1480,2,8
Andrea Newman,31,F,2LPNZ,686430,2405,3,13
Larry Miller PhD,39,M,1LPNW,375972,555,1,3
Sean Pratt,25,M,2LPNY,508201,555,2,3
Sarah Odonnell,45,F,4LPNX,673995,925,1,5
Melissa Lopez,43,F,4LPNZ,608441,1295,2,7
Daniel Snyder,22,M,6LPNZ,721287,0,2,0
Heather Townsend,36,F,5LPNZ,299104,185,3,1
Roberta Robbins,45,F,7LPNW,301008,185,3,1
George Franklin,39,M,5LPNX,729858,370,1,2
Michelle Chambers,26,F,10LPNW,566078,740,1,4
Bryan Carter,48,M,1LPNZ,760608,1295,2,7
Natalie Martinez,41,F,10LPNY,316075,370,1,2
Rita Perez,33,F,2LPNY,655599,925,2,5
Jennifer Sutton,23,F,6LPNY,306757,0,1,0
Melissa Romero,40,F,10LPNX,654267,2405,3,13
Susan Walker,34,F,3LPNW,526461,0,1,0
Jamie Huang,35,F,10LPNY,958907,2775,3,15
Dustin Wade,41,M,1LPNZ,556539,0,2,0
Brian Ortega,29,M,9LPNX,794834,740,1,4
Joseph Serrano,34,M,7LPNZ,962667,740,3,4
Nicole Davis,28,F,9LPNZ,876200,185,1,1
Amy Nelson,42,F,10LPNY,234480,1665,3,9
Sarah Harrison,40,F,6LPNX,828108,925,2,5
Mr. Jesse Martinez MD,39,M,2LPNX,872974,185,1,1
Pamela Mitchell,49,F,1LPNY,236027,185,2,1
Erika Zamora,37,F,10LPNY,994535,370,1,2
Jonathan Turner,45,M,9LPNZ,904120,185,3,1
Lauren Ellis,28,F,6LPNW,331713,925,2,5
Erica Hill,26,F,1LPNY,665821,1665,2,9
Jeffrey Knight,45,M,3LPNW,111642,1110,2,6
Kyle Pittman,46,M,10LPNZ,787750,1110,2,6
Jessica Blair,48,F,2LPNX,475932,185,3,1
Susan Johnson,37,F,7LPNW,826014,555,2,3
Jared Hodge,45,M,3LPNX,974135,2405,3,13
Elizabeth Turner,23,F,7LPNX,275116,925,3,5
Jeffrey Boyle,29,M,7LPNX,899754,1480,3,8
Austin Alexander,40,M,7LPNW,262841,555,3,3
Levi Green,43,M,1LPNZ,132701,1850,3,10
Zachary Nixon,28,M,1LPNX,620995,740,2,4
Tristan Rios,49,M,3LPNX,773552,2220,3,12
Julia Rhodes,50,F,5LPNZ,365065,185,1,1
Christine Rodriguez,21,F,7LPNY,554006,925,1,5
Joshua Lewis,40,M,4LPNX,373347,1110,2,6
Rhonda Cantu,20,F,5LPNY,407878,555,1,3
Brett Gray,24,M,9LPNY,265007,2590,3,14
Jessica Hamilton,35,F,4LPNY,488388,555,1,3
Veronica Barry,30,F,4LPNY,532338,1665,3,9
Carol Acosta,25,F,6LPNW,112969,370,1,2
Craig Thompson,24,M,10LPNW,864117,0,1,0
Marie Ramirez,26,F,7LPNY,570005,185,2,1
Kathryn Turner,35,F,4LPNZ,110494,555,2,3
Bryan Saunders,44,M,9LPNZ,428131,925,1,5
Anthony Hall,33,M,4LPNZ,195710,370,3,2
Nathan Davis,46,M,10LPNY,401710,2590,3,14
Mrs. Sonya Chambers,20,F,7LPNZ,352370,555,3,3
Pamela Thomas,28,F,9LPNY,677750,925,1,5
Martin Brady,27,M,4LPNX,569301,925,1,5
Kristen Collins,27,F,4LPNW,207836,185,2,1
Dennis Waters,46,M,5LPNW,867561,1110,2,6
Paige Gonzalez,22,F,3LPNY,836852,925,1,5
Joseph Miller,33,M,5LPNW,349300,0,3,0
Kenneth Schmidt,44,M,9LPNW,454900,0,2,0
Steven Holloway,31,M,9LPNY,811136,370,3,2
Nancy Quinn,34,F,2LPNW,116292,2590,3,14
Christopher Santiago,44,M,9LPNY,321088,1110,2,6
David Taylor,39,M,4LPNZ,332421,740,1,4
Carol Ingram,43,F,2LPNY,554026,1850,3,10
Tyler Green,50,M,8LPNW,391438,740,3,4
Scott Knapp,20,M,6LPNY,900536,740,1,4
Cynthia Gibson,46,F,5LPNY,843916,555,1,3
Ryan Hale,47,M,9LPNY,181791,925,1,5
Nicole Rodriguez,38,F,5LPNW,911157,185,1,1
David Roy,22,M,9LPNX,184959,555,3,3
Casey Fisher,41,M,8LPNZ,773817,2220,3,12
Thomas Alvarado,37,M,6LPNX,303138,0,1,0
Katherine Smith,28,F,8LPNX,186800,1110,2,6
Jeffrey Stewart,30,M,9LPNY,282951,370,3,2
Nancy Fields,33,F,1LPNZ,713890,1850,3,10
Kristen Flynn,30,F,9LPNY,912552,185,1,1
Ryan Mckay,28,M,3LPNZ,886229,1110,3,6
Rachel Chen,19,F,10LPNX,757416,925,1,5
Andrea Conley,21,F,9LPNY,950290,1295,2,7
George Warren,26,M,6LPNZ,645293,0,2,0
Mark Roberts,24,M,3LPNZ,614818,925,1,5
Jeremy Clark,31,M,4LPNZ,211952,740,3,4
Keith Hernandez,19,M,8LPNY,725322,740,1,4
Gabriella Smith,27,F,5LPNW,728184,370,2,2
Hailey Jones,40,F,3LPNZ,528555,1665,2,9
Mary Abbott,44,F,3LPNZ,944293,925,3,5
Jonathan Hamilton,48,M,3LPNW,567041,0,3,0
Peter Martinez,26,M,8LPNW,494517,740,2,4
